time_from_start,panda_joint1_pos,panda_joint1_vel,panda_joint2_pos,panda_joint2_vel,panda_joint3_pos,panda_joint3_vel,panda_joint4_pos,panda_joint4_vel,panda_joint5_pos,panda_joint5_vel,panda_joint6_pos,panda_joint6_vel,panda_joint7_pos,panda_joint7_vel,eef_pos_x,eef_pos_y,eef_pos_z,eef_orient_x,eef_orient_y,eef_orient_z,eef_orient_w
5.2,0.000231069,0.00103767,-0.94809,0.729143,0.000161014,-0.00435571,-2.6801,0.142333,-3.81787e-05,-0.00218405,1.74057,0.580051,0.785388,0.000551528,0.266088,0.000108001,0.500638,-0.923936,0.38252,-0.00419827,0.00165558
5.233,0.000233464,-0.00447931,-0.921827,0.80697,0.000173349,0.0172854,-2.67351,0.239389,-3.89338e-05,0.0114306,1.75981,0.55517,0.785382,-0.00213062,0.272605,0.000106695,0.497866,-0.923937,0.382522,-0.00398617,0.00156069
5.266,0.000250462,-0.00413051,-0.893871,0.84883,0.000175111,-0.000489728,-2.66446,0.299344,-5.94885e-05,-0.00646525,1.77827,0.537808,0.785385,0.00448854,0.279544,0.000113545,0.495498,-0.923941,0.382513,-0.00378791,0.00147426
5.3,0.000235236,0.00552785,-0.864229,0.899096,0.000173274,-0.0036265,-2.65268,0.394421,-8.98876e-05,-0.00265485,1.79566,0.484939,0.785382,-0.00109471,0.286909,0.000120099,0.493576,-0.923947,0.382502,-0.00358266,0.0013793
5.333,0.000253497,-0.00410072,-0.832967,0.948263,0.000183248,-0.00123188,-2.63789,0.479868,-0.000103754,-0.00801796,1.81165,0.454902,0.785383,0.00509099,0.294737,0.000115855,0.492173,-0.923947,0.382504,-0.00337184,0.00127852
5.366,0.000259992,-0.000620196,-0.800523,0.931446,0.00017173,-0.00441886,-2.62011,0.527296,-8.42927e-05,-0.00146596,1.8256,0.371523,0.785365,-0.000148183,0.303059,0.000127052,0.491369,-0.923954,0.382489,-0.00315205,0.00117833
5.4,0.000234634,0.00418124,-0.76942,0.890531,0.000129479,-0.00348559,-2.60114,0.580351,-5.69826e-05,-0.000529591,1.83636,0.260784,0.785348,-0.00222993,0.311781,0.000130983,0.491191,-0.923958,0.382481,-0.00281814,0.00105699
5.433,0.000238813,-0.00621424,-0.740412,0.814464,7.20583e-05,-0.00252852,-2.58121,0.591015,-6.2606e-05,0.00106853,1.84414,0.202712,0.78534,0.00096556,0.320195,0.000114614,0.491442,-0.923952,0.382501,-0.00217489,0.000822689
5.466,0.000185641,0.00295094,-0.713562,0.75996,4.33594e-05,-0.00148072,-2.56028,0.639059,-7.21311e-05,0.00352144,1.84923,0.10302,0.785336,-0.00211472,0.32818,9.86113e-05,0.492303,-0.923948,0.382514,-0.00156552,0.000589725
5.5,0.000201131,0.00333741,-0.688806,0.698498,2.99409e-05,-0.00676326,-2.53849,0.654645,-7.71209e-05,-0.00496063,1.85199,0.0387409,0.785337,-0.00169725,0.33576,7.22273e-05,0.493891,-0.923936,0.382544,-0.00117575,0.000434212
5.533,0.000197004,0.00390337,-0.66603,0.643095,-2.5287e-05,5.34535e-05,-2.51604,0.671506,-6.22385e-05,0.00740446,1.85263,-0.00941745,0.785332,-0.00346568,0.342958,7.39681e-05,0.4962,-0.923938,0.382542,-0.00108736,0.000400089
5.566,0.00020657,0.002961,-0.645152,0.588956,-2.71543e-05,0.00191812,-2.49332,0.674201,-3.72209e-05,0.00859024,1.85142,-0.0594025,0.785325,-0.00264887,0.349766,5.44818e-05,0.499143,-0.923929,0.382563,-0.0012157,0.000479728
5.602,0.000214405,0.00240127,-0.626078,0.538678,3.62014e-05,-0.0033695,-2.47064,0.668396,-2.11885e-05,-0.0045208,1.84852,-0.114356,0.785322,0.000401384,0.356162,6.01561e-05,0.502577,-0.92393,0.382559,-0.00150267,0.000611995
5.633,0.000214405,0.00240127,-0.626078,0.538678,3.62014e-05,-0.0033695,-2.47064,0.668396,-2.11885e-05,-0.0045208,1.84852,-0.114356,0.785322,0.000401384,0.362112,9.02696e-05,0.506364,-0.92394,0.382532,-0.00183327,0.000737032
5.666,-0.000206418,-0.00729797,-0.608804,0.469544,3.63728e-05,0.00468699,-2.44837,0.625652,1.29783e-05,0.00164915,1.84428,-0.127596,0.785316,0.0015163,0.362112,9.02696e-05,0.506364,-0.92394,0.382532,-0.00183327,0.000737032
5.7,-0.000201128,-0.00733409,-0.592981,0.419608,3.95688e-05,0.0056974,-2.42634,0.605701,1.764e-05,-9.85962e-05,1.8387,-0.171734,0.78531,0.00168459,0.367585,-6.01896e-05,0.510389,-0.923858,0.382727,-0.00217607,0.000896538
5.733,-0.000210886,-0.00117133,-0.579367,0.384795,4.45267e-05,-0.0018481,-2.40592,0.587768,2.51154e-05,-0.00601172,1.83235,-0.18221,0.785314,0.00520436,0.372646,-5.72962e-05,0.514628,-0.92386,0.382721,-0.0024652,0.001018
5.766,0.000231568,0.00115772,-0.566735,0.330808,-4.89438e-05,-0.00292284,-2.3856,0.554855,5.82333e-05,-0.00153207,1.82544,-0.199175,0.785306,-0.000642762,0.377028,-5.89082e-05,0.518785,-0.923857,0.382726,-0.00267916,0.00110929
5.8,0.000189866,0.00597929,-0.556826,0.278283,-5.67765e-05,-0.000784808,-2.36846,0.505942,7.82337e-05,-0.00208232,1.819,-0.255379,0.785289,-0.00125868,0.381151,7.22665e-05,0.52316,-0.923926,0.382558,-0.00302338,0.00129724
5.833,0.000212786,-0.00719969,-0.546059,0.326817,5.96875e-05,0.00556484,-2.3485,0.608004,-0.000105097,-0.00348498,1.80834,-0.311984,0.785309,0.00294438,0.384414,5.50592e-05,0.527046,-0.923918,0.382574,-0.00338382,0.00145901
5.866,0.000202977,-0.00743413,-0.53366,0.35497,0.000121086,0.00662465,-2.32473,0.698055,-0.000150517,0.00279225,1.79573,-0.338913,0.785329,0.00277258,0.38771,9.96767e-05,0.531551,-0.923948,0.382507,-0.00275235,0.00106824
5.9,0.000230188,-0.00671123,-0.521824,0.309346,0.000133282,0.00211657,-2.30058,0.6673,-3.02009e-05,0.00411599,1.78387,-0.315935,0.785324,0.001817,0.391528,0.00012011,0.537041,-0.923956,0.382493,-0.00218973,0.000794532
5.933,-0.000227,-0.000549079,-0.512321,0.263847,7.15383e-05,0.00740949,-2.27885,0.632028,4.57761e-05,0.00712643,1.77262,-0.379608,0.785299,-0.00243378,0.395311,0.000148024,0.542957,-0.923958,0.382485,-0.00237803,0.000933447
5.966,0.000229165,0.00705082,-0.504201,0.233286,-5.55486e-05,-0.005061,-2.25787,0.630191,8.70027e-06,0.00678374,1.75939,-0.363157,0.785312,-0.000106588,0.398368,-5.40364e-05,0.548652,-0.923861,0.382716,-0.00281483,0.00117081
6,0.0002211,0.00668253,-0.497894,0.169279,-8.25031e-05,-0.00900977,-2.23899,0.541662,6.16109e-05,-0.0154435,1.74842,-0.39904,0.785296,-0.00213809,0.400783,6.71842e-05,0.554332,-0.923926,0.38256,-0.00263858,0.00111223
6.033,-0.000219938,0.000485264,-0.491667,0.203976,5.5374e-05,0.0101928,-2.21873,0.643106,-8.16736e-05,0.00991672,1.73262,-0.466441,0.785303,-0.000381506,0.402778,5.64483e-05,0.559909,-0.923919,0.38257,-0.00336373,0.00144756
6.066,-0.000246551,-0.001066,-0.485471,0.165078,7.33516e-05,-0.000225108,-2.19721,0.617262,-2.45569e-05,0.00137489,1.71719,-0.41941,0.785315,-0.00102978,0.404299,-7.05678e-05,0.565738,-0.923864,0.382711,-0.00258716,0.00101345
6.1,0.000230092,0.00645364,-0.481152,0.099597,-5.70037e-05,-0.0040733,-2.17803,0.523995,9.0135e-05,0.00728565,1.70399,-0.361023,0.785311,-0.000590039,0.405877,-6.78344e-05,0.572204,-0.923858,0.382726,-0.00252821,0.00101515
6.133,0.000221032,0.00608745,-0.478875,0.0463464,-7.41527e-05,-0.00385922,-2.16219,0.430769,0.000128383,0.00820752,1.69232,-0.312046,0.785307,-0.00108637,0.406973,7.51054e-05,0.57849,-0.923923,0.382563,-0.00326229,0.00141411
6.166,-0.000236191,-0.00923281,-0.478502,-0.00761498,-9.25324e-05,0.00427795,-2.15093,0.258972,0.000237717,-0.000382666,1.6849,-0.176488,0.785307,0.00159129,0.407408,6.69237e-05,0.584128,-0.923914,0.382573,-0.00412793,0.0017975
6.2,-0.000219445,-0.00305011,-0.478897,-0.00446566,-8.25345e-05,-0.00215992,-2.14322,0.188334,0.000211409,-0.0132453,1.67864,-0.160027,0.785306,0.00589521,0.407448,-0.00011771,0.588717,-0.923813,0.382793,-0.00570815,0.00251397
6.233,-0.000219883,-0.00615939,-0.479273,-0.00704578,-6.17984e-05,0.00097015,-2.13813,0.096352,0.000231842,-0.00959803,1.6745,-0.061875,0.785314,0.0052859,0.407155,-0.000108536,0.592015,-0.923813,0.382776,-0.00656554,0.00285246
6.266,-0.000214204,-0.00537749,-0.479901,-0.011687,6.15531e-05,-0.000171158,-2.13675,-0.0105133,0.00026506,-0.0131085,1.67395,0.0100609,0.78531,0.00454693,0.406916,-9.66699e-05,0.594237,-0.92381,0.38277,-0.007174,0.00311037
6.3,0.000191813,-0.00260935,-0.480098,0.0156207,6.02675e-05,0.0101275,-2.13749,-0.0167191,0.00019305,0.00739993,1.67365,-0.0193527,0.785297,-0.00172908,0.406773,-3.16648e-05,0.595106,-0.923827,0.382714,-0.00785414,0.00337958
6.333,0.000189846,0.00659769,-0.479404,0.0285933,6.6702e-05,-0.00164554,-2.13854,-0.0195194,0.000101583,0.00392891,1.67315,-0.024965,0.785303,-0.00199235,0.406648,0.000125828,0.594807,-0.923912,0.382519,-0.00748068,0.00318818
6.366,0.000232279,-0.00671018,-0.478197,0.0326157,7.79809e-05,0.000994083,-2.13954,-0.0321528,3.68387e-05,-0.00633065,1.67272,-0.0036957,0.785312,0.00154059,0.406717,0.000119213,0.593975,-0.923921,0.382519,-0.00646109,0.00271493
6.4,0.000235182,0.000843669,-0.477112,0.032451,7.22707e-05,-0.00263442,-2.14033,-0.0166076,6.44545e-06,-0.00265313,1.6724,-0.0121557,0.785315,-0.00113633,0.406927,0.000135614,0.592964,-0.923938,0.3825,-0.00525281,0.00217687
6.433,-0.000250852,-0.00703854,-0.477094,-0.0477538,-6.62456e-05,0.00268965,-2.14186,-0.0921966,2.67572e-05,-0.000315089,1.67236,0.0145742,0.785309,0.00169393,0.407128,0.000131115,0.592119,-0.923943,0.382503,-0.00424694,0.00174519
6.466,0.000279899,0.00308506,-0.480039,-0.140368,-8.61021e-05,-0.00405144,-2.14554,-0.140809,3.89804e-05,-0.00439936,1.67206,-0.029561,0.785291,-0.00128187,0.407038,-0.00013131,0.591376,-0.92383,0.382784,-0.00350132,0.00148035
6.502,0.000258257,0.0045397,-0.486712,-0.239024,-9.44501e-05,-0.0010094,-2.15143,-0.179325,3.08617e-05,0.00358212,1.67096,-0.0532388,0.785282,-0.00154774,0.406024,7.619e-05,0.590783,-0.923933,0.38254,-0.00301768,0.00129265
6.533,-0.000227837,-0.00691812,-0.496106,-0.311288,-7.7004e-05,0.00527912,-2.15812,-0.215103,1.93783e-05,-0.000456019,1.66923,-0.0420118,0.785289,0.00246237,0.403831,6.22151e-05,0.590569,-0.92393,0.382549,-0.00287254,0.00123048
6.566,-0.000229811,-0.000349936,-0.506852,-0.326202,-6.0096e-05,0.00064116,-2.16484,-0.197763,4.56419e-05,-0.00165966,1.66725,-0.0642886,0.785294,-0.000699264,0.400825,-0.000126028,0.59099,-0.923837,0.382768,-0.00332387,0.00140628
6.6,-0.000240011,-0.00611185,-0.519305,-0.423143,5.43758e-05,0.00284019,-2.17322,-0.321837,0.000159631,0.00222283,1.6653,-0.0536719,0.785277,0.00128229,0.397445,-0.000115297,0.591887,-0.923835,0.382764,-0.00426388,0.00180558
6.633,0.000214449,-0.00640261,-0.534771,-0.494306,-5.77492e-05,0.0032208,-2.18506,-0.387281,0.000156603,-0.00178697,1.66197,-0.107893,0.785265,0.00244255,0.393536,-5.31905e-05,0.592624,-0.923848,0.382717,-0.00523128,0.00223735
6.666,-0.000213892,-0.00183011,-0.551863,-0.533742,-4.78543e-05,0.000169701,-2.19806,-0.419144,0.000127704,-0.00795487,1.65768,-0.120956,0.785279,0.0052672,0.388517,7.18017e-05,0.592707,-0.923918,0.382546,-0.00535808,0.00231986
6.7,0.000209016,-0.00638684,-0.570717,-0.594519,4.43522e-05,0.00358579,-2.2124,-0.457152,0.000115781,-2.30077e-05,1.65272,-0.147052,0.785278,0.00176444,0.382928,-9.13873e-05,0.592697,-0.923836,0.382745,-0.0052729,0.00226541
6.733,0.000211235,0.00416098,-0.591477,-0.633544,-3.63216e-05,-0.000515342,-2.22802,-0.467413,0.000116253,0.0041413,1.6469,-0.193935,0.785278,-0.00113518,0.376765,0.000110545,0.592563,-0.923934,0.382512,-0.00508347,0.00215553
6.766,0.00021018,-0.00570994,-0.614325,-0.720047,-3.65141e-05,0.00248449,-2.2449,-0.534435,0.000100869,0.000612845,1.64006,-0.205537,0.785284,0.00138303,0.369981,7.33708e-05,0.592329,-0.923923,0.382543,-0.00475782,0.00204464
6.8,0.000173612,0.0002518,-0.639659,-0.749375,3.21461e-05,-0.00280699,-2.26288,-0.523753,4.51617e-05,-0.00536478,1.63185,-0.234461,0.785303,0.00131917,0.362525,7.00797e-05,0.592027,-0.923924,0.382546,-0.00435687,0.00187071
6.833,0.00017991,-0.00316977,-0.664589,-0.715671,4.90372e-05,-0.00274246,-2.27935,-0.457697,7.74599e-06,-0.0103544,1.62347,-0.237466,0.785327,0.00497908,0.354278,8.01907e-05,0.591799,-0.923927,0.382545,-0.00398119,0.00166333
6.866,0.000145031,-0.00355011,-0.687963,-0.647337,9.05926e-05,0.0163663,-2.29345,-0.368773,7.00547e-06,0.0117622,1.61556,-0.22617,0.785349,-0.00153677,0.346237,8.42791e-05,0.591939,-0.923926,0.382546,-0.00402717,0.00165627
6.9,0.000192348,-0.00421234,-0.709011,-0.59477,0.000121893,0.00219217,-2.30548,-0.34352,2.98032e-05,0.00302932,1.60846,-0.18808,0.785361,0.00158988,0.33879,8.8496e-05,0.592533,-0.923918,0.382556,-0.00466576,0.00190573
6.933,0.0002205,-0.000421101,-0.727614,-0.508815,0.000169836,-0.00462248,-2.3161,-0.297498,5.61189e-05,-0.00908839,1.60187,-0.181378,0.785368,0.00360726,0.332143,0.000118357,0.593238,-0.923924,0.382528,-0.00554543,0.00227097
6.966,0.000243282,0.00179204,-0.743631,-0.452097,0.000187014,-0.00409659,-2.32542,-0.282946,8.38219e-05,-0.00390975,1.59591,-0.163608,0.785366,0.00098777,0.326262,0.000148619,0.593727,-0.923931,0.382501,-0.00618985,0.0025343
7,0.000249858,-0.00147705,-0.757314,-0.356036,0.000195982,-0.00540971,-2.33377,-0.22002,5.5042e-05,-0.0116031,1.59032,-0.146089,0.785375,0.00405177,0.321186,0.000164167,0.593957,-0.923935,0.382483,-0.00652948,0.00268277
7.033,0.000268612,-0.00194949,-0.767402,-0.253005,0.0002071,-0.00425669,-2.33965,-0.152347,3.32219e-05,-0.00657317,1.5862,-0.0961278,0.785387,0.00335666,0.316803,0.000165189,0.593862,-0.923937,0.382482,-0.00641698,0.00261631
7.066,0.000268612,-0.00194949,-0.767402,-0.253005,0.0002071,-0.00425669,-2.33965,-0.152347,3.32219e-05,-0.00657317,1.5862,-0.0961278,0.785387,0.00335666,0.313592,0.000171997,0.593887,-0.923939,0.382476,-0.0064661,0.00262005
7.1,0.00026649,0.00393777,-0.775001,-0.191889,0.000189518,-0.00801651,-2.34443,-0.128125,6.08056e-05,-0.00506594,1.58299,-0.096231,0.785377,-0.00183452,0.313592,0.000171997,0.593887,-0.923939,0.382476,-0.0064661,0.00262005
7.133,0.000235996,0.000232181,-0.780986,-0.171253,0.0001659,-0.0050824,-2.34879,-0.139039,6.31499e-05,-0.0053616,1.5801,-0.075019,0.785371,0.0011355,0.311159,0.000166064,0.593712,-0.923939,0.382479,-0.0062791,0.00256342
7.166,0.000207016,0.00409103,-0.785776,-0.111673,0.000140458,-0.00151859,-2.35243,-0.0822654,2.91446e-05,-0.0017178,1.57757,-0.0675832,0.785375,-0.000645114,0.309196,0.0001465,0.593248,-0.923935,0.3825,-0.00569328,0.0023303
7.2,0.000200301,0.00351057,-0.788878,-0.0652631,0.00011614,-0.00669011,-2.35463,-0.0342415,-1.88244e-05,-0.00449913,1.57595,-0.0395349,0.785384,-0.00102668,0.307602,0.000123129,0.592775,-0.923929,0.382525,-0.0050537,0.00205615
7.233,0.000189697,0.00631015,-0.789703,0.00816756,0.000136076,-0.00320473,-2.35495,0.017515,-1.39528e-05,0.00184556,1.57561,-0.000813787,0.785391,-0.00176974,0.306577,0.00010588,0.592544,-0.923924,0.382542,-0.00472971,0.00190507
7.266,0.000224822,-0.00381274,-0.789039,0.0299754,0.000138775,-0.00202493,-2.35449,0.00589502,4.25318e-05,-0.00632849,1.57603,0.0205144,0.785379,0.00344536,0.306319,0.000111055,0.592615,-0.923923,0.382543,-0.00480652,0.00193186
7.3,0.000199698,-0.0062855,-0.788077,0.0356497,0.000118118,0.0137489,-2.35437,0.0101927,6.93125e-05,0.0112474,1.57634,0.00186069,0.785361,-0.00260314,0.306832,0.000115943,0.592459,-0.923929,0.382531,-0.00464571,0.00191717
7.333,0.000202844,-0.00524987,-0.787273,0.0106644,7.81303e-05,-0.00173136,-2.35458,-0.0191558,4.57825e-05,0.000385134,1.57644,0.0129892,0.785357,0.00139918,0.307046,9.84319e-05,0.592121,-0.923927,0.382541,-0.00422088,0.0017437
7.366,0.000155449,0.00322629,-0.786706,0.0132833,5.95718e-05,-0.00133713,-2.35484,0.00245287,2.59352e-05,0.00429936,1.5764,-0.0116766,0.785353,-0.00183233,0.307046,9.84319e-05,0.592121,-0.923927,0.382541,-0.00422088,0.0017437
7.4,0.000162967,0.00320066,-0.786409,0.00666797,5.17089e-05,-0.00693025,-2.35503,0.000355682,9.76231e-06,-0.00603958,1.57637,-0.0109734,0.785355,-0.00127918,0.307183,7.43531e-05,0.591821,-0.923918,0.382568,-0.00382376,0.00157541
7.433,0.000146431,0.00030934,-0.78633,-0.0112104,5.58321e-05,-0.00344792,-2.3551,-0.0174195,1.18637e-05,-0.00409948,1.57636,0.00648647,0.785356,0.00112678,0.307251,7.18007e-05,0.591634,-0.923919,0.382568,-0.00358218,0.00146959
7.466,0.000147538,0.00430611,-0.786386,0.00456099,6.11279e-05,-0.000332245,-2.35505,0.00887118,1.87662e-05,0.000508676,1.57636,-0.00252017,0.785355,-0.00107108,0.307269,6.85948e-05,0.591577,-0.923916,0.382575,-0.0035096,0.00143906
7.5,0.000179317,-0.00357715,-0.78653,-0.00196111,6.6299e-05,-0.0016096,-2.35496,-0.00156484,2.46868e-05,-0.00728627,1.57639,0.00882485,0.785354,0.00381855,0.307256,7.17879e-05,0.591619,-0.923918,0.382572,-0.00355993,0.00146162
7.533,0.000150581,-0.0054173,-0.786677,0.00458312,7.10482e-05,0.014647,-2.35486,0.0150287,3.82517e-05,0.0114186,1.57641,-0.00302661,0.785349,-0.00234312,0.307224,8.42483e-05,0.591705,-0.923924,0.382556,-0.00367802,0.00151184
7.566,0.000169248,-0.0043883,-0.786797,-0.0124106,6.01682e-05,-0.000786735,-2.3548,-0.0095178,3.16924e-05,0.00120041,1.57645,0.0132254,0.78535,0.00146005,0.307191,7.87625e-05,0.5918,-0.92392,0.382565,-0.00380192,0.00156862
7.6,0.000169609,-0.00438357,-0.78686,-0.0109031,6.21371e-05,-0.000818397,-2.35476,-0.0105254,3.40245e-05,0.0011356,1.57647,0.0128883,0.785349,0.0014694,0.307165,7.94415e-05,0.591869,-0.923921,0.38256,-0.00390106,0.00161034
7.633,0.000151832,0.00402031,-0.786866,0.0014023,6.52443e-05,-0.00691365,-2.35475,0.00397275,2.83895e-05,-0.00584041,1.57647,-0.00960069,0.785349,-0.00132271,0.307152,8.05875e-05,0.59191,-0.923921,0.382559,-0.00395908,0.00163489
7.666,0.000131539,0.00412764,-0.786849,0.00143379,6.39028e-05,-0.000955238,-2.35475,0.00899481,3.23854e-05,0.00489823,1.57646,-0.0103486,0.785347,-0.0018687,0.307151,7.57709e-05,0.591918,-0.923918,0.382566,-0.00397188,0.00163591
7.7,0.000142066,0.000809317,-0.78682,-0.010037,7.18502e-05,-0.00358797,-2.35478,-0.0177992,3.19967e-05,-0.00424635,1.57648,0.0065576,0.78535,0.00114197,0.307154,6.9427e-05,0.591911,-0.923915,0.382575,-0.00395703,0.00163238
7.733,0.000146319,0.00449618,-0.786777,0.00876512,7.45788e-05,-0.00046856,-2.35479,0.00629855,3.48462e-05,0.000256432,1.57646,-0.00333377,0.785349,-0.0010307,0.307162,7.58001e-05,0.591888,-0.923917,0.382569,-0.00393626,0.00162057
7.766,0.000179752,-0.00353593,-0.786761,0.00298181,7.52162e-05,-0.00173932,-2.35481,-0.00481906,3.36703e-05,-0.00750322,1.57646,0.00770543,0.78535,0.00385992,0.307172,7.85029e-05,0.591871,-0.923919,0.382565,-0.00390788,0.00160932
7.8,0.000152297,-0.00544991,-0.786751,0.0087212,7.58232e-05,0.0145009,-2.35481,0.0122594,4.05781e-05,0.0112338,1.57645,-0.00405063,0.785346,-0.00230366,0.307175,8.89026e-05,0.591855,-0.923925,0.38255,-0.00388861,0.00160054
7.833,0.000171082,-0.00443548,-0.786756,-0.00983053,6.17287e-05,-0.000910757,-2.35483,-0.011228,2.94697e-05,0.00105757,1.57645,0.0124777,0.785348,0.00150177,0.307177,8.14477e-05,0.591849,-0.923921,0.382561,-0.00387498,0.00159832
