time_from_start,panda_joint1_pos,panda_joint2_pos,panda_joint3_pos,panda_joint4_pos,panda_joint5_pos,panda_joint6_pos,panda_joint7_pos,panda_joint1_vel,panda_joint2_vel,panda_joint3_vel,panda_joint4_vel,panda_joint5_vel,panda_joint6_vel,panda_joint7_vel,ee_pos_x,ee_pos_y,ee_pos_z,ee_ori_x,ee_ori_y,ee_ori_z,ee_ori_w
2.43232,0.000169873,2.29969e-05,-1.10388,-0.22637,0.000103412,3.19688e-05,-2.49664,-0.552333,7.53705e-05,3.52051e-05,1.40117,0.325963,0.785381,-6.8246e-07,0.207176,7.78099e-05,0.591859,0.923919,-0.382566,0.00389042,-0.00160212
2.47056,0.000170634,1.75492e-05,-1.11132,-0.171063,0.00010453,2.74915e-05,-2.51629,-0.493036,7.65713e-05,2.88316e-05,1.41339,0.321973,0.785381,-5.21846e-06,0.207373,7.78099e-05,0.58558,0.923919,-0.382566,0.00389042,-0.00160212
2.51084,0.000171246,1.33462e-05,-1.11727,-0.113419,0.000105568,2.05258e-05,-2.53531,-0.401358,7.76292e-05,2.07893e-05,1.42646,0.28794,0.785381,-1.13871e-05,0.207964,7.78099e-05,0.579326,0.923919,-0.382566,0.00389043,-0.00160212
2.56615,0.000171881,9.34489e-06,-1.12165,-0.0762305,0.000106413,1.90688e-05,-2.5536,-0.39975,7.84763e-05,1.7668e-05,1.44036,0.323519,0.78538,-1.66392e-05,0.208947,7.78099e-05,0.573121,0.923919,-0.382566,0.00389042,-0.00160213
2.60341,0.00017215,4.58663e-06,-1.12438,-0.0501421,0.000107264,2.13557e-05,-2.57106,-0.454554,7.92221e-05,1.77204e-05,1.4551,0.404412,0.78538,-2.02633e-05,0.210317,7.78099e-05,0.56699,0.923919,-0.382566,0.00389042,-0.00160213
2.64102,0.000172224,-1.31931e-06,-1.12539,-0.000433455,0.000108011,2.08485e-05,-2.58762,-0.487355,7.98021e-05,1.47239e-05,1.47064,0.486922,0.785379,-2.91291e-05,0.21207,7.78099e-05,0.560958,0.923919,-0.382566,0.00389042,-0.00160212
2.67013,0.00017209,-7.91732e-06,-1.12463,0.0539536,0.000108647,1.91374e-05,-2.60318,-0.496498,8.02105e-05,1.06926e-05,1.48696,0.550452,0.785378,-3.71026e-05,0.214198,7.78099e-05,0.555047,0.923919,-0.382566,0.00389042,-0.00160212
2.7017,0.000171735,-1.49141e-05,-1.12205,0.111453,0.000109166,1.45403e-05,-2.61766,-0.44082,8.04428e-05,4.51688e-06,1.50402,0.552273,0.785376,-4.14834e-05,0.216693,7.78099e-05,0.549281,0.923919,-0.382566,0.00389043,-0.00160211
2.73314,0.00017115,-2.04056e-05,-1.11761,0.155705,0.000109563,1.00094e-05,-2.63096,-0.374237,8.04955e-05,-9.02435e-07,1.52176,0.529942,0.785375,-4.33044e-05,0.219545,7.78099e-05,0.543684,0.923919,-0.382566,0.00389043,-0.00160211
2.77017,0.000170328,-2.63407e-05,-1.11131,0.20213,0.000109837,5.79467e-06,-2.64301,-0.316044,8.03665e-05,-6.19706e-06,1.54011,0.518174,0.785373,-4.57885e-05,0.222743,7.78099e-05,0.538277,0.923919,-0.382566,0.00389043,-0.0016021
2.80511,0.000169263,-3.43266e-05,-1.10313,0.26327,0.000109984,2.42074e-06,-2.65372,-0.28936,8.00551e-05,-1.16599e-05,1.55901,0.55263,0.785372,-5.19966e-05,0.226274,7.78099e-05,0.533081,0.923919,-0.382566,0.00389043,-0.0016021
2.83935,0.000167956,-3.97057e-05,-1.09311,0.303734,0.000110005,-1.05278e-06,-2.66304,-0.240507,7.95618e-05,-1.61756e-05,1.57834,0.544241,0.78537,-5.40391e-05,0.230124,7.78099e-05,0.528117,0.923919,-0.382566,0.00389044,-0.00160209
2.87689,0.000166408,-4.53048e-05,-1.08129,0.345368,0.000109903,-4.4636e-06,-2.67088,-0.192177,7.88883e-05,-2.0766e-05,1.598,0.537545,0.785368,-5.61466e-05,0.234279,7.78099e-05,0.523404,0.923919,-0.382566,0.00389044,-0.00160209
2.91295,0.000164628,-5.33559e-05,-1.06774,0.405417,0.000109679,-7.95559e-06,-2.67721,-0.155668,7.80377e-05,-2.64375e-05,1.61788,0.561085,0.785366,-6.12417e-05,0.238721,7.78099e-05,0.518962,0.923919,-0.382566,0.00389044,-0.00160208
2.94789,0.000162625,-6.10627e-05,-1.05254,0.462685,0.00010934,-1.14474e-05,-2.68196,-0.114112,7.70145e-05,-3.20847e-05,1.63783,0.576797,0.785364,-6.55555e-05,0.243433,7.78099e-05,0.514808,0.923919,-0.382566,0.00389044,-0.00160208
2.982,0.000160414,-6.85174e-05,-1.03581,0.518083,0.00010889,-1.49065e-05,-2.6851,-0.0689292,7.58243e-05,-3.77573e-05,1.65771,0.587012,0.785361,-6.93091e-05,0.248397,7.78099e-05,0.510958,0.923919,-0.382566,0.00389044,-0.00160208
3.01523,0.000158013,-7.57993e-05,-1.01768,0.57241,0.000108337,-1.83256e-05,-2.68662,-0.0209028,7.44741e-05,-4.35131e-05,1.67736,0.593313,0.785359,-7.26741e-05,0.253593,7.78099e-05,0.507426,0.923919,-0.382566,0.00389044,-0.00160208
3.04761,0.000155444,-8.2594e-05,-0.998284,0.62347,0.000107689,-2.16252e-05,-2.6865,0.0298191,7.29722e-05,-4.91939e-05,1.69663,0.593651,0.785356,-7.54123e-05,0.259,7.78099e-05,0.504229,0.923919,-0.382566,0.00389044,-0.00160208
3.07923,0.00015273,-8.89996e-05,-0.977796,0.672166,0.000106955,-2.48303e-05,-2.68473,0.0830469,7.1328e-05,-5.48737e-05,1.71535,0.589119,0.785354,-7.76792e-05,0.264598,7.78099e-05,0.501376,0.923919,-0.382566,0.00389044,-0.00160208
3.10998,0.000149896,-9.52624e-05,-0.956384,0.7205,0.000106142,-2.80181e-05,-2.68134,0.139025,6.95524e-05,-6.07188e-05,1.73337,0.581476,0.785352,-7.97417e-05,0.270363,7.78099e-05,0.498882,0.923919,-0.382566,0.00389044,-0.00160208
3.13973,0.000146969,-0.000101094,-0.934226,0.766426,0.000105261,-3.11205e-05,-2.67635,0.197594,6.76572e-05,-6.65597e-05,1.75054,0.568833,0.785349,-8.13959e-05,0.276274,7.78099e-05,0.496754,0.923919,-0.382566,0.00389044,-0.00160208
3.16856,0.000143976,-0.000106276,-0.911504,0.808383,0.00010432,-3.40813e-05,-2.66979,0.258412,6.56557e-05,-7.22483e-05,1.7667,0.549971,0.785347,-8.25151e-05,0.282307,7.78099e-05,0.495001,0.923919,-0.382566,0.00389044,-0.00160209
3.19645,0.000140944,-0.00011122,-0.888395,0.849618,0.000103329,-3.70449e-05,-2.66172,0.322612,6.3562e-05,-7.80544e-05,1.78174,0.527007,0.785345,-8.34707e-05,0.288438,7.78099e-05,0.49363,0.923919,-0.382566,0.00389044,-0.00160209
3.22324,0.000137898,-0.000115693,-0.865073,0.888427,0.000102297,-3.99448e-05,-2.65219,0.38968,6.13913e-05,-8.37938e-05,1.79553,0.498746,0.785342,-8.41338e-05,0.294642,7.78099e-05,0.492648,0.923919,-0.382566,0.00389044,-0.00160209
3.24903,0.000134863,-0.000119642,-0.841704,0.9245,0.000101231,-4.27793e-05,-2.64127,0.459882,5.91593e-05,-8.94131e-05,1.80798,0.464619,0.78534,-8.45003e-05,0.300897,7.78099e-05,0.492057,0.923919,-0.382566,0.00389043,-0.00160209
3.2737,0.000131863,-0.000118224,-0.81844,0.920015,0.000100139,-4.37248e-05,-2.62902,0.510925,5.68824e-05,-9.10717e-05,1.819,0.40909,0.785338,-8.13389e-05,0.307176,7.78099e-05,0.491859,0.923919,-0.382566,0.00389043,-0.0016021
3.29936,0.000128917,-0.000112106,-0.795423,0.87963,9.90306e-05,-4.2923e-05,-2.61554,0.541588,5.4577e-05,-8.90449e-05,1.82853,0.338043,0.785336,-7.52755e-05,0.313455,7.78099e-05,0.492057,0.923919,-0.382566,0.00389043,-0.0016021
3.32562,0.000126044,-0.00010674,-0.77278,0.845308,9.79111e-05,-4.23162e-05,-2.60089,0.572613,5.22596e-05,-8.73634e-05,1.83653,0.272695,0.785334,-7.01423e-05,0.319709,7.78099e-05,0.492648,0.923919,-0.382566,0.00389043,-0.0016021
3.35237,0.00012326,-0.000101037,-0.750622,0.808383,9.67876e-05,-4.1489e-05,-2.58518,0.598946,4.99463e-05,-8.51492e-05,1.84297,0.209437,0.785332,-6.51652e-05,0.325914,7.78099e-05,0.49363,0.923919,-0.382566,0.00389043,-0.0016021
3.37973,0.000120578,-9.50564e-05,-0.729047,0.769148,9.56662e-05,-4.04549e-05,-2.56848,0.620724,4.76526e-05,-8.24265e-05,1.84784,0.148424,0.785331,-6.03483e-05,0.332045,7.78099e-05,0.495001,0.923919,-0.382566,0.00389043,-0.0016021
3.40761,0.00011801,-8.89147e-05,-0.708138,0.728285,9.45528e-05,-3.92368e-05,-2.55088,0.637877,4.53932e-05,-7.92558e-05,1.85116,0.0904082,0.785329,-5.57381e-05,0.338077,7.78099e-05,0.496754,0.923919,-0.382566,0.00389043,-0.0016021
3.43616,0.000115563,-8.26672e-05,-0.687964,0.686078,9.34526e-05,-3.78475e-05,-2.53248,0.65057,4.31815e-05,-7.5679e-05,1.85293,0.0355082,0.785327,-5.13273e-05,0.343988,7.78099e-05,0.498882,0.923919,-0.382566,0.00389043,-0.0016021
3.46528,0.000113244,-7.631e-05,-0.668584,0.64222,9.23706e-05,-3.62571e-05,-2.51336,0.65781,4.10298e-05,-7.16684e-05,1.85319,-0.01559,0.785326,-4.70748e-05,0.349754,7.78099e-05,0.501376,0.923919,-0.382566,0.00389043,-0.00160209
3.49525,0.000111057,-6.98266e-05,-0.650042,0.596398,9.13113e-05,-3.44443e-05,-2.49361,0.659014,3.89491e-05,-6.7211e-05,1.85198,-0.0626159,0.785325,-4.2926e-05,0.355351,7.78099e-05,0.504229,0.923919,-0.382566,0.00389044,-0.00160209
3.52603,0.000109005,-6.32941e-05,-0.632374,0.548983,9.0279e-05,-3.24167e-05,-2.47333,0.653605,3.69489e-05,-6.23663e-05,1.84937,-0.104622,0.785323,-3.88849e-05,0.360758,7.78099e-05,0.507426,0.923919,-0.382566,0.00389044,-0.00160209
3.55802,0.000107088,-5.63539e-05,-0.615608,0.49663,8.92776e-05,-2.99677e-05,-2.45259,0.636684,3.50371e-05,-5.67806e-05,1.84539,-0.140055,0.785322,-3.46864e-05,0.365954,7.78099e-05,0.510958,0.923919,-0.382566,0.00389044,-0.00160208
3.59179,0.000105305,-5.03287e-05,-0.599765,0.450928,8.83107e-05,-2.78004e-05,-2.43148,0.622996,3.32204e-05,-5.18119e-05,1.84013,-0.172068,0.785321,-3.11051e-05,0.370918,7.78099e-05,0.514808,0.923919,-0.382566,0.00389044,-0.00160208
3.62625,0.000103656,-4.41904e-05,-0.584857,0.402484,8.73815e-05,-2.53293e-05,-2.41008,0.598405,3.15037e-05,-4.64106e-05,1.83364,-0.195921,0.78532,-2.74661e-05,0.37563,7.78099e-05,0.518962,0.923919,-0.382566,0.00389044,-0.00160207
3.66375,0.000102137,-3.64562e-05,-0.570893,0.337596,8.64929e-05,-2.16828e-05,-2.38848,0.540754,2.98909e-05,-3.90261e-05,1.82601,-0.203158,0.785319,-2.28124e-05,0.380073,7.78099e-05,0.523404,0.923919,-0.382566,0.00389045,-0.00160207
3.70672,0.000100744,-3.41143e-05,-0.557879,0.321693,8.56476e-05,-2.11261e-05,-2.36676,0.560096,2.83848e-05,-3.72552e-05,1.81729,-0.238404,0.785318,-2.1515e-05,0.384227,7.78099e-05,0.528117,0.923919,-0.382566,0.00389045,-0.00160206
3.74215,9.94751e-05,-3.6602e-05,-0.545815,0.350826,8.48477e-05,-2.35165e-05,-2.34498,0.660613,2.69868e-05,-4.06746e-05,1.80758,-0.309786,0.785317,-2.32383e-05,0.388077,7.78099e-05,0.533081,0.923919,-0.382566,0.00389045,-0.00160206
3.77292,9.83248e-05,-3.50936e-05,-0.534701,0.341601,8.40951e-05,-2.33722e-05,-2.32324,0.696162,2.56977e-05,-3.96413e-05,1.79695,-0.354561,0.785317,-2.23938e-05,0.391608,7.78099e-05,0.538277,0.923919,-0.382566,0.00389045,-0.00160206
3.80449,9.72891e-05,-2.96646e-05,-0.524535,0.293173,8.33915e-05,-2.05068e-05,-2.30159,0.650448,2.45173e-05,-3.40604e-05,1.78547,-0.357275,0.785316,-1.89784e-05,0.394806,7.78099e-05,0.543684,0.923919,-0.382566,0.00389045,-0.00160205
3.83939,9.63636e-05,-2.5733e-05,-0.515312,0.258189,8.27381e-05,-1.8526e-05,-2.28012,0.630576,2.3445e-05,-3.00554e-05,1.77323,-0.372387,0.785315,-1.64319e-05,0.397658,7.78099e-05,0.549281,0.923919,-0.382566,0.00389045,-0.00160205
3.87224,9.55439e-05,-2.17047e-05,-0.507028,0.220515,8.21358e-05,-1.6239e-05,-2.2589,0.591703,2.24795e-05,-2.57485e-05,1.76029,-0.371188,0.785315,-1.37495e-05,0.400153,7.78099e-05,0.555047,0.923919,-0.382566,0.00389046,-0.00160204
3.91115,9.48257e-05,-1.89604e-05,-0.499679,0.195062,8.15854e-05,-1.48815e-05,-2.23799,0.590361,2.16193e-05,-2.29146e-05,1.74673,-0.395299,0.785315,-1.17654e-05,0.402281,7.78099e-05,0.560958,0.923919,-0.382566,0.00389046,-0.00160204
3.94305,9.42049e-05,-1.79694e-05,-0.493259,0.186445,8.10872e-05,-1.4772e-05,-2.21747,0.635187,2.08626e-05,-2.20936e-05,1.73262,-0.448741,0.785314,-1.07824e-05,0.404034,7.78099e-05,0.56699,0.923919,-0.382566,0.00389046,-0.00160204
3.97506,9.36775e-05,-1.4165e-05,-0.487765,0.147757,8.06414e-05,-1.22922e-05,-2.1974,0.578239,2.02075e-05,-1.77552e-05,1.71805,-0.430481,0.785314,-8.01481e-06,0.405404,7.78099e-05,0.573121,0.923919,-0.382566,0.00389046,-0.00160204
4.01199,9.32397e-05,-9.69293e-06,-0.483191,0.101123,8.02478e-05,-8.98905e-06,-2.17784,0.467989,1.96519e-05,-1.2429e-05,1.70307,-0.366866,0.785314,-4.9369e-06,0.406387,7.78099e-05,0.579326,0.923919,-0.382566,0.00389046,-0.00160203
4.05866,9.28882e-05,-4.9781e-06,-0.479533,0.0515798,7.99062e-05,-4.97025e-06,-2.15887,0.28595,1.91939e-05,-6.54196e-06,1.68776,-0.23437,0.785313,-2.14103e-06,0.406978,7.78099e-05,0.58558,0.923919,-0.382566,0.00389046,-0.00160203
4.16946,9.26197e-05,0,-0.476788,0,7.9616e-05,0,-2.14055,0,1.88317e-05,0,1.67218,0,0.785313,0,0.407176,7.78099e-05,0.591859,0.923919,-0.382566,0.00389046,-0.00160203
4.16946,0.000193599,0,-0.480148,0,6.7191e-05,0,-2.1376,0,0.000188016,0,1.67405,0,0.785289,0,0.406671,0.000129397,0.59481,0.923914,-0.382511,0.00763846,-0.0032491
4.34968,0.000187935,-5.44187e-05,-0.51038,-0.28766,6.90466e-05,1.70464e-05,-2.16238,-0.230733,0.000173084,-0.000141179,1.66778,-0.0647034,0.785296,6.65759e-05,0.396721,0.000124238,0.594514,0.923915,-0.382517,0.00726367,-0.00308438
4.42403,0.000182179,-8.9911e-05,-0.540685,-0.469422,7.0816e-05,2.67409e-05,-2.18646,-0.366579,0.00015825,-0.000229017,1.66074,-0.115503,0.785303,0.000103074,0.386772,0.000119079,0.594219,0.923916,-0.382523,0.00688887,-0.00291969
4.48123,0.000176321,-0.000111693,-0.571074,-0.576047,7.2514e-05,3.12175e-05,-2.20987,-0.43603,0.000143461,-0.000279556,1.65294,-0.155509,0.78531,0.000119077,0.376822,0.000113921,0.593924,0.923917,-0.382528,0.00651407,-0.002755
4.53034,0.000170381,-0.000129136,-0.601558,-0.660188,7.41221e-05,3.35456e-05,-2.2326,-0.483638,0.000128702,-0.00031896,1.64437,-0.194248,0.785316,0.000127277,0.366873,0.000108762,0.593629,0.923917,-0.382534,0.00613926,-0.0025903
4.57406,0.000164378,-0.000137573,-0.632145,-0.699556,7.56236e-05,3.28919e-05,-2.25465,-0.495842,0.000113953,-0.00033687,1.63502,-0.222404,0.785322,0.000124816,0.356923,0.000103603,0.593334,0.923918,-0.382539,0.00576446,-0.00242561
4.61794,0.000158329,-0.000130767,-0.66284,-0.663293,7.70032e-05,2.83802e-05,-2.27603,-0.454371,9.91922e-05,-0.00031875,1.62488,-0.226581,0.785327,0.000108341,0.346974,9.84447e-05,0.593039,0.923918,-0.382545,0.00538965,-0.00226091
4.66707,0.000152252,-0.000114419,-0.693647,-0.580444,7.82472e-05,2.2119e-05,-2.29674,-0.383654,8.43983e-05,-0.000278749,1.61396,-0.212187,0.785332,8.55404e-05,0.337024,9.3286e-05,0.592744,0.923919,-0.38255,0.00501485,-0.00209622
4.72499,0.000146162,-9.25905e-05,-0.72457,-0.470868,7.93431e-05,1.56161e-05,-2.31677,-0.300094,6.9547e-05,-0.000226325,1.60226,-0.183219,0.785336,6.16896e-05,0.327075,8.81273e-05,0.592449,0.923919,-0.382556,0.00464004,-0.00193152
4.80109,0.000140072,-5.64211e-05,-0.755608,-0.288047,8.028e-05,8.23078e-06,-2.33613,-0.177584,5.4613e-05,-0.000138742,1.58975,-0.118052,0.78534,3.34408e-05,0.317125,8.29686e-05,0.592154,0.923919,-0.382561,0.00426523,-0.00176683
4.98627,0.000133995,0,-0.786759,0,8.10484e-05,0,-2.3548,0,3.95697e-05,0,1.57646,0,0.785343,0,0.307176,7.78099e-05,0.591859,0.923919,-0.382566,0.00389042,-0.00160213
